taxon_id,statistic,p_raw,p_adj,is_reference,method,n_perm,constraint,exceed0,method_used,mean_rel_non_ebf,mean_rel_ebf,mean_clr_non_ebf,mean_clr_ebf,log2_fc,clr_difference,prevalence_non_ebf,prevalence_ebf,taxon,method_label,panel_label
[Eubacterium]_hallii_group,0.28960282326635284,0.7982017982017982,1,TRUE,dacomp,1000,NA,NA,NA,4.358984106764043e-4,7.78678411910557e-5,-0.8196969980574735,-0.7233294924035476,-2.469788799460463,0.09636750565392593,0.07262569832402235,0.07466666666666667,[Eubacterium]_hallii_group,dacomp (1e+03),"dacomp
1000 permutations"
Anaerostipes,0.22479880718753306,0.6223776223776224,1,FALSE,dacomp,1000,NA,NA,NA,0.002402288887460798,9.722596165750341e-4,2.3010208218862385,2.3435280736517066,-1.304113478396967,0.0425072517654681,0.8212290502793296,0.8426666666666667,Anaerostipes,dacomp (1e+03),"dacomp
1000 permutations"
Lachnospiraceae_ND3007_group,NA,NA,1,TRUE,dacomp,1000,NA,NA,NA,4.7400239086805956e-7,1.1798632781240335e-6,-1.0176635114207246,-0.9033817436887025,0.5644987869218164,0.11428176773202214,0.00558659217877095,0.010666666666666666,Lachnospiraceae_ND3007_group,dacomp (1e+03),"dacomp
1000 permutations"
[Eubacterium]_eligengroup,0.4773333333333335,1,1,TRUE,dacomp,1000,NA,NA,NA,1.7462841390523226e-5,3.5883002397922506e-5,-0.9139025652488302,-0.7673329469751734,0.9983315030259649,0.14656961827365678,0.0446927374301676,0.058666666666666666,[Eubacterium]_eligengroup,dacomp (1e+03),"dacomp
1000 permutations"
Lachnospira,NA,NA,1,TRUE,dacomp,1000,NA,NA,NA,3.2151415768680775e-6,5.6373701418400504e-6,-1.0069692960026568,-0.8772833283428204,0.6550306415215204,0.12968596765983642,0.00558659217877095,0.016,Lachnospira,dacomp (1e+03),"dacomp
1000 permutations"
Hungatella,0.4385427923966106,0.5404595404595405,1,TRUE,dacomp,1000,NA,NA,NA,5.794020138341164e-5,2.475425673581342e-4,-0.8080365522870723,-0.6450267726945669,2.076169065368978,0.1630097795925054,0.061452513966480445,0.06666666666666667,Hungatella,dacomp (1e+03),"dacomp
1000 permutations"
Prevotella,0.5754185680516722,0.4985014985014985,1,TRUE,dacomp,1000,NA,NA,NA,2.3270029067440058e-4,2.9629882547618173e-4,-0.6972968577553561,-0.6807233631092615,0.3472542351391469,0.01657349464609459,0.11173184357541899,0.08533333333333333,Prevotella,dacomp (1e+03),"dacomp
1000 permutations"
Bacteroides,4.320323894085967,0.03496503496503497,0.12614658069203524,FALSE,dacomp,1000,NA,NA,NA,0.025985874949915742,0.05440754795923722,3.577185993564893,4.44982684345646,1.0660501736169956,0.872640849891567,0.8659217877094972,0.9253333333333333,Bacteroides,dacomp (1e+03),"dacomp
1000 permutations"
Bifidobacterium,36.75640983212193,9.99000999000999e-4,0.006771006771006771,TRUE,dacomp,1000,NA,NA,NA,0.5602514936889293,0.6870542489782873,8.965988693157616,9.322321920574746,0.2943489516352461,0.3563332274171298,1,1,Bifidobacterium,dacomp (1e+03),"dacomp
1000 permutations"
Scardovia,2.890033019069907,0.18681318681318682,1,TRUE,dacomp,1000,NA,NA,NA,2.3350398453563265e-6,6.413207752534204e-5,-0.9998596844676149,-0.7126332139604054,4.287592342006697,0.2872264705072095,0.0111731843575419,0.06133333333333333,Scardovia,dacomp (1e+03),"dacomp
1000 permutations"
[Ruminococcus]_torquegroup,8.524988777245621,0.002997002997002997,0.018163654527290893,TRUE,dacomp,1000,NA,NA,NA,0.0039677243411921975,1.377372093755987e-4,-0.26457451253699976,-0.5956538024236772,-4.838248683349801,-0.3310792898866774,0.13966480446927373,0.09066666666666667,[Ruminococcus]_torquegroup,dacomp (1e+03),"dacomp
1000 permutations"
Sellimonas,3.5772407385439746,0.04795204795204795,0.15342990342990342,TRUE,dacomp,1000,NA,NA,NA,9.361672980490037e-4,2.2017235430637133e-4,-0.6152145922237838,-0.7456277667416491,-2.083135547497757,-0.13041317451786527,0.07262569832402235,0.04,Sellimonas,dacomp (1e+03),"dacomp
1000 permutations"
uncultured18,13.308317098810935,0.001998001998001998,0.012787212787212787,TRUE,dacomp,1000,NA,NA,NA,0.0015583965567334788,3.573466238160928e-4,-0.6517572955988393,-0.8698820961805944,-2.1215601868113225,-0.2181248005817551,0.055865921787709494,0.010666666666666666,uncultured18,dacomp (1e+03),"dacomp
1000 permutations"
Lachnoclostridium,0.008895601402484889,0.967032967032967,1,FALSE,dacomp,1000,NA,NA,NA,0.0011179032696434952,0.0010463987891177263,-0.035565018629394034,-0.2616032938604135,-0.09527447718938592,-0.22603827523101944,0.22905027932960895,0.144,Lachnoclostridium,dacomp (1e+03),"dacomp
1000 permutations"
[Ruminococcus]_gnavugroup,32.228167800509546,9.99000999000999e-4,0.006771006771006771,FALSE,dacomp,1000,NA,NA,NA,0.04106531726977792,0.013638709585776598,5.001224113575418,4.1956154980372755,-1.590142648550199,-0.8056086155381426,0.9720670391061452,0.976,[Ruminococcus]_gnavugroup,dacomp (1e+03),"dacomp
1000 permutations"
Dorea,6.657930284128581,0.017982017982017984,0.07751072456954809,TRUE,dacomp,1000,NA,NA,NA,0.0013829466033468472,3.9211036472024883e-4,-0.5898314386143181,-0.7632038657389936,-1.8157819733388878,-0.1733724271246755,0.08379888268156424,0.02666666666666667,Dorea,dacomp (1e+03),"dacomp
1000 permutations"
Coprococcus,2.0949720670391065,0.32867132867132864,1,TRUE,dacomp,1000,NA,NA,NA,4.260523006588502e-5,1.1481801157519431e-5,-0.972652423323491,-0.8855199307400083,-1.8046750500277615,0.08713249258348266,0.0111731843575419,0.010666666666666666,Coprococcus,dacomp (1e+03),"dacomp
1000 permutations"
Tyzzerella,4.468340955526139,0.03296703296703297,0.12497026782741068,TRUE,dacomp,1000,NA,NA,NA,0.003458803979068329,8.208582588530293e-5,-0.2075167263869393,-0.5863121475349551,-5.379944111778149,-0.3787954211480158,0.18435754189944134,0.112,Tyzzerella,dacomp (1e+03),"dacomp
1000 permutations"
22_Lachnospiraceae(F),3.2618651864740245,0.059940059940059943,0.1633723419437705,TRUE,dacomp,1000,NA,NA,NA,5.213177634148757e-4,3.1742925402334087e-4,-0.5843674741906618,-0.7026077088778923,-0.7139548868753998,-0.11824023468723044,0.10614525139664804,0.058666666666666666,22_Lachnospiraceae(F),dacomp (1e+03),"dacomp
1000 permutations"
Roseburia,11.311316657317283,0.003996003996003996,0.02231102231102231,TRUE,dacomp,1000,NA,NA,NA,2.0947717167102685e-4,3.3225815403848285e-5,-0.5416015687876526,-0.707527985489612,-2.620506949134287,-0.1659264167019594,0.12849162011173185,0.06933333333333333,Roseburia,dacomp (1e+03),"dacomp
1000 permutations"
Agathobacter,0.580550991283925,0.4875124875124875,1,TRUE,dacomp,1000,NA,NA,NA,3.361722110158776e-4,2.2437794800056644e-4,-0.17961575525031287,0.06935250033077724,-0.581139274864271,0.2489682555810901,0.25139664804469275,0.2986666666666667,Agathobacter,dacomp (1e+03),"dacomp
1000 permutations"
Proteus,1.0632730946567162,0.33666333666333664,1,TRUE,dacomp,1000,NA,NA,NA,5.393214658187171e-5,0.001998781488220692,-0.9451933042621703,-0.7456795247942412,5.18604788912379,0.19951377946792914,0.01675977653631285,0.04,Proteus,dacomp (1e+03),"dacomp
1000 permutations"
Morganella,0.9563930078360394,0.5784215784215784,1,TRUE,dacomp,1000,NA,NA,NA,2.6673108917884396e-5,1.7336329960368225e-4,-0.9675160259478498,-0.8748156331204583,2.655539773406034,0.09270039282739151,0.01675977653631285,0.008,Morganella,dacomp (1e+03),"dacomp
1000 permutations"
24_Enterobacteriaceae(F),2.01056039246814,0.14985014985014986,1,FALSE,dacomp,1000,NA,NA,NA,0.02364658709800002,0.0315084929391874,3.123814228203809,2.9866639910310613,0.4140935537952052,-0.13715023717274777,0.7486033519553073,0.7493333333333333,24_Enterobacteriaceae(F),dacomp (1e+03),"dacomp
1000 permutations"
Escherichia-Shigella,8.364291460967484e-5,0.993006993006993,1,FALSE,dacomp,1000,NA,NA,NA,0.03923074531374463,0.07014525535274205,5.304985594502536,5.612701517006996,0.8383445714755913,0.30771592250445945,0.9608938547486033,0.976,Escherichia-Shigella,dacomp (1e+03),"dacomp
1000 permutations"
[Ruminococcus]_gauvreauii_group,0.13361435315684608,0.973026973026973,1,TRUE,dacomp,1000,NA,NA,NA,3.3625639525781877e-4,5.160659371363143e-4,-0.8956403251400147,-0.8326279341635889,0.6165024665402922,0.06301239097642575,0.0223463687150838,0.018666666666666668,[Ruminococcus]_gauvreauii_group,dacomp (1e+03),"dacomp
1000 permutations"
Lachnoanaerobaculum,0.9563930078360394,0.5584415584415584,1,TRUE,dacomp,1000,NA,NA,NA,1.8818360995826463e-6,3.2788492986698287e-6,-1.0003550030501522,-0.8859018511113396,0.5702345814766164,0.11445315193881267,0.01675977653631285,0.016,Lachnoanaerobaculum,dacomp (1e+03),"dacomp
1000 permutations"
Fusicatenibacter,0.7387076473136281,0.3936063936063936,1,FALSE,dacomp,1000,NA,NA,NA,0.001032666140381945,0.0022731151144858193,0.6974736682356211,1.0919638052500948,1.1375349938364383,0.3944901370144738,0.4748603351955307,0.5706666666666667,Fusicatenibacter,dacomp (1e+03),"dacomp
1000 permutations"
Lachnospiraceae_NK4A136_group,2.0949720670391065,0.3146853146853147,1,TRUE,dacomp,1000,NA,NA,NA,1.0832915177472e-4,7.779084901745185e-6,-0.9735922307355198,-0.8404824572486226,-3.6384637589998436,0.13310977348689723,0.0111731843575419,0.032,Lachnospiraceae_NK4A136_group,dacomp (1e+03),"dacomp
1000 permutations"
Blautia,20.754749195059205,9.99000999000999e-4,0.006771006771006771,TRUE,dacomp,1000,NA,NA,NA,0.03472116541043264,0.010699742672333668,5.063589922899928,4.66557197177183,-1.6981459940729784,-0.39801795112809835,0.9888268156424581,0.992,Blautia,dacomp (1e+03),"dacomp
1000 permutations"
Phascolarctobacterium,2.0949720670391065,0.32596740325967405,1,TRUE,dacomp,10000,NA,NA,NA,1.649903316110652e-4,2.6136036047964762e-5,-0.9043801300540785,-0.8551001343988794,-2.612817315167238,0.04927999565519903,0.0223463687150838,0.021333333333333333,Phascolarctobacterium,dacomp (1e+04),NA
Veillonella,3.367509837544529,0.060993900609939006,0.16351698163516984,FALSE,dacomp,10000,NA,NA,NA,0.004955886945956799,0.004227099160032673,1.8530937930277998,1.3118222386603304,-0.22942514285558774,-0.5412715543674693,0.6201117318435754,0.5066666666666667,Veillonella,dacomp (1e+04),NA
Negativicoccus,0.14002328897917737,0.8089191080891911,1,TRUE,dacomp,10000,NA,NA,NA,1.1468226266316499e-4,4.771854914938984e-5,-0.8104852505313089,-0.7796064695513871,-1.2476246005948115,0.030878780979921805,0.05027932960893855,0.04533333333333334,Negativicoccus,dacomp (1e+04),NA
Dialister,0.8662907474615676,0.3982601739826017,1,TRUE,dacomp,10000,NA,NA,NA,8.003011727265234e-5,5.30159183742212e-5,-0.5170023405828474,-0.4455828922792237,-0.585073599501441,0.07141944830362373,0.18994413407821228,0.2,Dialister,dacomp (1e+04),NA
Megasphaera,0.9563930078360394,0.5631436856314369,1,TRUE,dacomp,10000,NA,NA,NA,3.586149237551634e-5,2.843633386687649e-4,-0.8692091480673872,-0.8251021315878313,2.952613613872458,0.04410701647955595,0.0446927374301676,0.021333333333333333,Megasphaera,dacomp (1e+04),NA
Anaeroglobus,2.0949720670391065,0.3184681531846815,1,TRUE,dacomp,10000,NA,NA,NA,2.2332251892149594e-5,5.5990687241205344e-06,-0.9638654954353786,-0.8940883783122237,-1.821991207029269,0.06977711712315493,0.01675977653631285,0.008,Anaeroglobus,dacomp (1e+04),NA
Megamonas,NA,NA,1,TRUE,dacomp,10000,NA,NA,NA,9.375410055643057e-6,8.954639221096629e-7,-0.9838131897009206,-0.9058478346007448,-2.4525454536904308,0.07796535510017577,0.0111731843575419,0.008,Megamonas,dacomp (1e+04),NA
Streptococcus,22.896502516109067,9.999000099990002e-5,7.124287571242876e-4,FALSE,dacomp,10000,NA,NA,NA,0.08099641286533013,0.03336851947005966,6.312637144458961,5.672829420727983,-1.2793449161985115,-0.6398077237309776,1,0.9893333333333333,Streptococcus,dacomp (1e+04),NA
Lactococcus,27.383851911910362,9.999000099990002e-5,7.124287571242876e-4,FALSE,dacomp,10000,NA,NA,NA,0.008015469718903427,5.428926349295576e-5,0.4287364342881886,-0.5286209860882316,-7.179823880686143,-0.9573574203764201,0.3743016759776536,0.18133333333333335,Lactococcus,dacomp (1e+04),NA
Gemella,0.12443487430310532,0.7934206579342066,1,FALSE,dacomp,10000,NA,NA,NA,8.814941050625634e-4,4.746584909626913e-4,0.49674274860280426,0.5163234138928382,-0.8916605095242207,0.01958066529003394,0.44692737430167595,0.424,Gemella,dacomp (1e+04),NA
Staphylococcus,2.1389223959775094,0.13808619138086192,1,FALSE,dacomp,10000,NA,NA,NA,0.0019316773241116604,0.0036024502233629016,1.4182451624363372,2.083891706168641,0.898778128449645,0.6656465437323036,0.5754189944134078,0.664,Staphylococcus,dacomp (1e+04),NA
Turicibacter,NA,NA,1,TRUE,dacomp,10000,NA,NA,NA,1.1505474379827064e-5,3.7142356606629093e-6,-0.9014205978738344,-0.8626776388346921,-1.4074640008120307,0.03874295903914238,0.055865921787709494,0.034666666666666665,Turicibacter,dacomp (1e+04),NA
Granulicatella,8.425486142646458,0.010998900109989001,0.04256416463616796,TRUE,dacomp,10000,NA,NA,NA,2.8179209670198453e-4,2.1691098966585052e-5,-0.6666444164181999,-0.8339730228171182,-3.639543413298311,-0.16732860639891822,0.0782122905027933,0.024,Granulicatella,dacomp (1e+04),NA
Enterococcus,77.92229647304303,9.999000099990002e-5,7.124287571242876e-4,FALSE,dacomp,10000,NA,NA,NA,0.05681543481577334,0.015645783696368355,5.433273943925273,3.7054547075214774,-1.8604421746693096,-1.7278192364037954,0.94972067039106145,0.8773333333333333,Enterococcus,dacomp (1e+04),NA
Dolosigranulum,0.9563961352657051,0.5660433956604339,1,TRUE,dacomp,10000,NA,NA,NA,8.262969959594809e-6,2.6024469541723238e-5,-0.9421222889957462,-0.7170064455495332,1.5447195598865977,0.22511584344621305,0.0446927374301676,0.08266666666666667,Dolosigranulum,dacomp (1e+04),NA
Lactobacillus,2.691043762468756,0.1045895410458954,1,FALSE,dacomp,10000,NA,NA,NA,0.009815409919719582,0.013516899774688899,1.3447206863157741,2.332827848790896,0.4616036225977283,0.9881071624751221,0.441340782122905,0.5893333333333334,Lactobacillus,dacomp (1e+04),NA
Leuconostoc,6.307687636628587,0.0347965203479652,0.11195034342719573,TRUE,dacomp,10000,NA,NA,NA,2.7819857946122885e-4,7.070377767902799e-6,-0.6568236050668991,-0.8990092540546737,-5.11251158455052,-0.24218564898777462,0.1005586592178771,0.008,Leuconostoc,dacomp (1e+04),NA
Family_XIII_AD3011_group,2.0949720670391065,0.3177682231776822,1,TRUE,dacomp,10000,NA,NA,NA,9.060900029892686e-5,3.9376422772647284e-6,-0.9767821686727088,-0.8910742544947388,-4.213595120695315,0.08570791417797008,0.0111731843575419,0.013333333333333334,Family_XIII_AD3011_group,dacomp (1e+04),NA
Terrisporobacter,6.658946068852847,0.0059994000599940004,0.028668561715257047,TRUE,dacomp,10000,NA,NA,NA,7.317200374332087e-4,7.855045004828684e-5,-0.2009887411028358,-0.7231386991216638,-3.2033200714957197,-0.522149958018828,0.17318435754189945,0.056,Terrisporobacter,dacomp (1e+04),NA
Paeniclostridium,6.307673860925883,0.034396560343965606,0.11195034342719573,TRUE,dacomp,10000,NA,NA,NA,8.142399614728812e-5,6.989828340138571e-6,-0.8571024432100915,-0.8906677753642398,-3.3668279986447294,-0.03356533215414825,0.03910614525139665,0.008,Paeniclostridium,dacomp (1e+04),NA
Intestinibacter,34.516354207628055,9.999000099990002e-5,7.124287571242876e-4,FALSE,dacomp,10000,NA,NA,NA,0.005931049450590347,0.0010344444653685686,2.6521671848419652,1.0296296638148053,-2.518280445717382,-1.62253752102716,0.7262569832402235,0.5653333333333334,Intestinibacter,dacomp (1e+04),NA
Clostridioides,0.9644821204541408,0.38276172382761725,1,TRUE,dacomp,10000,NA,NA,NA,9.324932253497497e-4,2.926056419715692e-4,-0.3953899647065735,-0.5642033236392391,-1.6687598609042664,-0.16881335893266558,0.12290502793296089,0.072,Clostridioides,dacomp (1e+04),NA
Peptostreptococcus,2.0949720670391065,0.32316768323167683,1,TRUE,dacomp,10000,NA,NA,NA,9.817661359692589e-5,1.4571137157425535e-5,-0.9068870767236628,-0.8938186161217437,-2.6711256570830795,0.013068460601919019,0.027932960893854747,0.005333333333333333,Peptostreptococcus,dacomp (1e+04),NA
Romboutsia,1.5200975692417502,0.24797520247975202,1,FALSE,dacomp,10000,NA,NA,NA,0.0014342082957929817,2.9739078441553803e-4,0.5458630373197074,0.5449705902519102,-2.2659852496652078,-8.924470677972307e-4,0.4581005586592179,0.456,Romboutsia,dacomp (1e+04),NA
Solobacterium,NA,NA,1,TRUE,dacomp,10000,NA,NA,NA,3.557762002775942e-5,4.807475491433136e-6,-0.8594281887825539,-0.8920722833350155,-2.654978141506368,-0.032644094552461644,0.061452513966480445,0.008,Solobacterium,dacomp (1e+04),NA
Holdemanella,2.3147434047870603,0.0680931906809319,0.16891748325167483,TRUE,dacomp,10000,NA,NA,NA,0.002664611143706288,1.1336256429175857e-4,-0.6529275077538907,-0.709862564148216,-4.542779557728978,-0.05693505639432528,0.08379888268156424,0.08,Holdemanella,dacomp (1e+04),NA
Faecalicoccus,3.3653358547370242,0.0542945705429457,0.14722665664468038,TRUE,dacomp,10000,NA,NA,NA,8.856211017052139e-4,6.0397201630886856e-6,-0.8551762620895509,-0.892446174565326,-6.976655807800743,-0.03726991247577516,0.0335195530726257,0.008,Faecalicoccus,dacomp (1e+04),NA
Faecalitalea,6.307673860925883,0.0332966703329667,0.10989335849023794,TRUE,dacomp,10000,NA,NA,NA,0.002736782280270263,1.7329514453812225e-5,-0.8514574841879089,-0.8611123886191461,-7.222695342276023,-0.009654904431237177,0.027932960893854747,0.021333333333333333,Faecalitalea,dacomp (1e+04),NA
[Clostridium]_innocuum_group,20.099563708614284,9.999000099990002e-5,7.124287571242876e-4,FALSE,dacomp,10000,NA,NA,NA,0.008187734851604492,8.714719793245367e-4,1.0227951781294435,0.2536234027814888,-3.2304598716807726,-0.7691717753479548,0.4692737430167598,0.3973333333333333,[Clostridium]_innocuum_group,dacomp (1e+04),NA
Coprobacillus,10.550957881677661,0.0029997000299970002,0.014544699376216226,TRUE,dacomp,10000,NA,NA,NA,9.827442584132296e-4,0,-0.8373825331986368,-0.9196070491585991,-9.942139500183481,-0.08222451595996239,0.03910614525139665,0,Coprobacillus,dacomp (1e+04),NA
Erysipelotrichaceae_UCG-003,0.3833445616120671,0.6368363163683631,1,TRUE,dacomp,10000,NA,NA,NA,8.953711901475965e-4,2.2366865912539684e-4,0.4451101372555991,0.5555270122297862,-1.9962973954128953,0.11041687497418706,0.5307262569832403,0.5786666666666667,Erysipelotrichaceae_UCG-003,dacomp (1e+04),NA
Erysipelatoclostridium,2.4584020216522466,0.11538846115388461,1,FALSE,dacomp,10000,NA,NA,NA,0.01173526387529891,0.01095864341532158,3.226189891548062,2.977179268123063,-0.09877235438282723,-0.2490106234249989,0.8715083798882681,0.9066666666666666,Erysipelatoclostridium,dacomp (1e+04),NA
Eubacterium,0.6127009155571999,0.3955604439556044,1,TRUE,dacomp,10000,NA,NA,NA,4.680382616134173e-4,2.753939628615203e-4,-0.7778792574832938,-0.780508878005157,-0.7629795108404114,-0.0026296205218632185,0.0446927374301676,0.037333333333333336,Eubacterium,dacomp (1e+04),NA
Christensenellaceae_R-7_group,NA,NA,1,TRUE,dacomp,10000,NA,NA,NA,6.949539271263386e-6,1.4671854683937434e-5,-0.965357256467539,-0.8885828645566065,0.9792327713537536,0.0767743919109325,0.0335195530726257,0.013333333333333334,Christensenellaceae_R-7_group,dacomp (1e+04),NA
Stenotrophomonas,NA,NA,1,TRUE,dacomp,10000,NA,NA,NA,8.38815872007023e-6,1.3777359416694163e-6,-0.9854417101478805,-0.8996237598951712,-1.9812537266927224,0.08581795025270933,0.0111731843575419,0.010666666666666666,Stenotrophomonas,dacomp (1e+04),NA
Pseudomonas,NA,NA,1,TRUE,dacomp,10000,NA,NA,NA,1.3358093848442095e-6,6.41756049644419e-6,-1.0060056197416611,-0.8556622161318125,1.6670222411360793,0.15034340360984866,0.0111731843575419,0.029333333333333333,Pseudomonas,dacomp (1e+04),NA
Halomonas,0.4773333333333335,1,1,TRUE,dacomp,10000,NA,NA,NA,1.665404636132055e-5,2.6249494621565892e-5,-0.9262265447485777,-0.8398119783389133,0.6262305819175118,0.08641456640966438,0.0335195530726257,0.032,Halomonas,dacomp (1e+04),NA
8_Comamonadaceae(F),0.4773333333333335,1,1,TRUE,dacomp,10000,NA,NA,NA,2.7525133752183636e-6,2.4217056412439947e-6,-1.000726656815503,-0.8872337836763884,-0.13314155953288312,0.11349287313911471,0.0111731843575419,0.016,8_Comamonadaceae(F),dacomp (1e+04),NA
Delftia,8.425458491356999,0.010298970102989701,0.04256416463616796,TRUE,dacomp,10000,NA,NA,NA,1.3982663805459322e-4,2.8025452462768617e-5,-0.8102425354280033,-0.8073272241586383,-2.2785297908794715,0.0029153112693649508,0.055865921787709494,0.034666666666666665,Delftia,dacomp (1e+04),NA
